"STATE","ABBR","COUNTY","PRECINCTS","REPORTING","OBAMA","MCCAIN","OTHER"
"Kentucky","KY","Lyon ",6,6,1577,2220,58
"Kentucky","KY","Madison ",56,56,12392,19694,451
"Kentucky","KY","Magoffin ",14,14,2105,2434,112
"Kentucky","KY","Marion ",17,17,3596,3842,177
"Kentucky","KY","Marshall ",25,25,5593,9463,293
"Kentucky","KY","Martin ",14,14,808,2824,60
"Kentucky","KY","Mason ",20,20,2891,4102,128
"Kentucky","KY","McCracken ",54,54,11285,19043,426
"Kentucky","KY","McCreary ",18,18,1258,4078,71
"Kentucky","KY","McLean ",8,8,1963,2386,73
"Kentucky","KY","Meade ",18,18,4343,6691,172
"Kentucky","KY","Menifee ",6,6,1276,1155,58
"Kentucky","KY","Mercer ",17,17,3159,6781,120
"Kentucky","KY","Metcalfe ",12,12,1350,2734,115
"Kentucky","KY","Monroe ",12,12,1067,3537,61
"Kentucky","KY","Montgomery ",18,18,4234,5947,150
"Kentucky","KY","Morgan ",12,12,1858,2377,84
"Kentucky","KY","Muhlenberg ",26,26,6221,6447,221
"Kentucky","KY","Nelson ",26,26,7654,10139,353
"Kentucky","KY","Nicholas ",5,5,1272,1634,64
"Kentucky","KY","Ohio ",25,25,4059,5781,307
"Kentucky","KY","Oldham ",34,34,9996,18992,319
"Kentucky","KY","Owen ",13,13,1694,2969,88
"Kentucky","KY","Owsley ",8,8,381,1279,26
"Kentucky","KY","Pendleton ",12,12,2027,3676,99
"Kentucky","KY","Perry ",37,37,3444,6762,169
"Kentucky","KY","Pike ",57,57,9525,12665,463
"Kentucky","KY","Powell ",11,11,2065,2867,70
"Kentucky","KY","Pulaski ",57,57,5590,19862,314
"Kentucky","KY","Robertson ",5,5,451,533,31
"Kentucky","KY","Rockcastle ",14,14,1410,4757,107
"Kentucky","KY","Rowan ",18,18,4074,3907,173
"Kentucky","KY","Russell ",16,16,1579,5702,132
"Kentucky","KY","Scott ",35,35,7712,11782,236
"Kentucky","KY","Shelby ",33,33,6871,11451,218
"Kentucky","KY","Simpson ",13,13,2775,4437,97
"Kentucky","KY","Spencer ",11,11,2519,5378,152
"Kentucky","KY","Taylor ",20,20,3165,7568,127
"Kentucky","KY","Todd ",13,13,1543,3336,62
"Kentucky","KY","Trigg ",14,14,2246,4189,92
"Kentucky","KY","Trimble ",12,12,1484,2239,89
"Kentucky","KY","Union ",16,16,2804,3120,110
"Kentucky","KY","Warren ",63,63,17650,25957,482
"Kentucky","KY","Washington ",14,14,1890,3305,80
"Kentucky","KY","Wayne ",19,19,2201,4868,127
"Kentucky","KY","Webster ",14,14,2390,3037,113
"Kentucky","KY","Whitley ",36,36,3484,10014,205
"Kentucky","KY","Wolfe ",8,8,1493,1408,67
"Kentucky","KY","Woodford ",16,16,5027,7130,140
"Louisiana","LA","Acadia ",59,59,7028,19228,454
"Louisiana","LA","Allen ",30,30,2891,6333,243
"Louisiana","LA","Ascension ",61,61,14620,31225,707
"Louisiana","LA","Assumption ",23,23,4756,5981,223
"Louisiana","LA","Avoyelles ",45,45,6327,10234,375
"Louisiana","LA","Beauregard ",45,45,3071,10718,285
"Louisiana","LA","Bienville ",26,26,3589,3776,65
"Louisiana","LA","Bossier ",75,75,12701,32706,419
"Louisiana","LA","Caddo ",158,158,55220,52105,895
"Louisiana","LA","Calcasieu ",118,118,30227,50431,1435
"Louisiana","LA","Caldwell ",19,19,1118,3696,79
"Louisiana","LA","Cameron ",13,13,613,3089,95
"Louisiana","LA","Catahoula ",29,29,1659,3486,80
"Louisiana","LA","Claiborne ",28,28,3025,3750,66
"Louisiana","LA","Concordia ",21,21,3766,5668,93
"Louisiana","LA","DeSoto ",51,51,5241,6882,132
"Louisiana","LA","East Baton Rouge ",314,314,99431,95297,2297
"Louisiana","LA","East Carroll ",24,24,2267,1254,38
"Louisiana","LA","East Feliciana ",23,23,4383,5431,132
"Louisiana","LA","Evangeline ",59,59,5852,9792,330
"Louisiana","LA","Franklin ",28,28,2959,6278,119
"Louisiana","LA","Grant ",23,23,1474,6906,177
"Louisiana","LA","Iberia ",59,59,12492,20123,549
"Louisiana","LA","Iberville ",44,44,9023,7185,213
"Louisiana","LA","Jackson ",29,29,2456,5190,90
"Louisiana","LA","Jeff Davis ",23,23,3923,9277,300
"Louisiana","LA","Jefferson ",268,268,64853,113008,2830
"Louisiana","LA","Lafayette ",119,119,32145,62055,1442
"Louisiana","LA","Lafourche ",71,71,9662,27089,1142
"Louisiana","LA","LaSalle ",29,29,860,5601,91
"Louisiana","LA","Lincoln ",42,42,8267,10676,207
"Louisiana","LA","Livingston ",71,71,6674,43247,941
"Louisiana","LA","Madison ",29,29,3100,2152,48
"Louisiana","LA","Morehouse ",55,55,5789,7258,150
"Louisiana","LA","Natchitoches ",51,51,7801,9054,212
"Louisiana","LA","Orleans ",442,442,116042,28041,2204
"Louisiana","LA","Ouachita ",81,81,24769,41708,690
"Louisiana","LA","Plaquemines ",18,18,3378,6889,175
"Louisiana","LA","Pointe Coupee ",29,29,5516,6702,217
"Louisiana","LA","Rapides ",103,103,20109,36605,783
"Louisiana","LA","Red River ",18,18,2080,2484,65
"Louisiana","LA","Richland ",35,35,3311,5751,119
"Louisiana","LA","Sabine ",38,38,2245,7226,181
"Louisiana","LA","St. Bernard ",36,36,3491,9642,407
"Louisiana","LA","St. Charles ",45,45,8519,16456,418
"Louisiana","LA","St. Helena ",13,13,3567,2522,94
"Louisiana","LA","St. James ",21,21,6993,5432,138
"Louisiana","LA","St. John the Baptist ",36,36,12420,8908,320
"Louisiana","LA","St. Landry ",87,87,20267,21647,575
"Louisiana","LA","St. Martin ",54,54,9419,14443,390
"Louisiana","LA","St. Mary ",53,53,9342,13181,372
"Louisiana","LA","St. Tammany ",158,158,24589,83047,1867
"Louisiana","LA","Tangipahoa ",87,87,16427,31421,730
"Louisiana","LA","Tensas ",17,17,1646,1367,27
"Louisiana","LA","Terrebonne ",88,88,11579,28208,905
"Louisiana","LA","Union ",29,29,3103,7619,146
"Louisiana","LA","Vermilion ",58,58,6261,18069,498
"Louisiana","LA","Vernon ",73,73,3534,11946,289
"Louisiana","LA","Washington ",41,41,6122,12215,287
"Louisiana","LA","Webster ",41,41,6610,11417,243
"Louisiana","LA","West Baton Rouge ",21,21,5043,6654,169
"Louisiana","LA","West Carroll ",17,17,878,4045,64
"Louisiana","LA","West Feliciana ",17,17,2414,3149,55
"Louisiana","LA","Winn ",38,38,2044,4628,93
"Maine","ME","Androscoggin ",26,26,30635,22597,1144
"Maine","ME","Aroostook ",71,71,19303,15862,738
"Maine","ME","Cumberland ",69,69,103637,55818,2500
"Maine","ME","Franklin ",25,25,10582,6986,457
"Maine","ME","Hancock ",44,44,18863,12667,550
"Maine","ME","Kennebec ",33,33,37099,27456,1201
"Maine","ME","Knox ",18,18,13728,8816,420
"Maine","ME","Lincoln ",19,19,11884,9287,394
"Maine","ME","Oxford ",39,39,17936,12856,817
"Maine","ME","Penobscot ",75,75,42975,37523,1594
"Maine","ME","Piscataquis ",21,21,4430,4785,206
"Maine","ME","Sagadahoc ",10,10,12207,8771,425
"Maine","ME","Somerset ",34,34,13343,11864,522
"Maine","ME","Waldo ",28,28,11820,10375,424
"Maine","ME","Washington ",53,53,8241,8070,326
"Maine","ME","York ",48,48,64798,42459,1919
"Maryland","MD","Allegany ",36,36,10564,18197,558
"Maryland","MD","Anne Arundel ",189,189,122064,127336,3819
"Maryland","MD","Baltimore ",219,219,207382,155497,5952
"Maryland","MD","Baltimore City ",290,290,206548,27850,2290
"Maryland","MD","Calvert ",23,23,19953,22808,529
"Maryland","MD","Caroline ",8,8,4856,7882,187
"Maryland","MD","Carroll ",46,46,27655,53859,1550
"Maryland","MD","Cecil ",19,19,17391,23534,835
"Maryland","MD","Charles ",36,36,42352,24957,581
"Maryland","MD","Dorchester ",31,31,6718,7990,158
"Maryland","MD","Frederick ",66,66,52078,53712,1586
"Maryland","MD","Garrett ",19,19,3628,8749,189
"Maryland","MD","Harford ",72,72,47301,70226,2236
"Maryland","MD","Howard ",110,110,84215,53932,2049
"Maryland","MD","Kent ",10,10,4861,4861,142
"Maryland","MD","Montgomery ",245,245,303945,114998,4479
"Maryland","MD","Prince George's ",223,223,323105,37969,2175
"Maryland","MD","Queen Anne's ",17,17,8349,14766,298
"Maryland","MD","Somerset ",22,22,4650,4897,95
"Maryland","MD","St. Mary's ",31,31,18402,24078,559
"Maryland","MD","Talbot ",12,12,8582,10636,239
"Maryland","MD","Washington ",50,50,25462,33381,933
"Maryland","MD","Wicomico ",37,37,18697,21234,453
"Maryland","MD","Worcester ",18,18,11132,15322,308
"Massachusetts","MA","Barnstable ",67,67,73503,55570,1939
"Massachusetts","MA","Berkshire ",64,64,49415,14851,1477
"Massachusetts","MA","Bristol ",175,175,146311,90284,4390
"Massachusetts","MA","Dukes ",7,7,7892,2438,173
"Massachusetts","MA","Essex ",236,236,208323,136905,5742
"Massachusetts","MA","Franklin ",40,40,27818,9528,922
"Massachusetts","MA","Hampden ",171,171,120021,70923,4120
"Massachusetts","MA","Hampshire ",55,55,56847,20569,1787
"Massachusetts","MA","Middlesex ",475,475,462226,245215,12199
"Massachusetts","MA","Nantucket ",1,1,4059,1863,91
"Massachusetts","MA","Norfolk ",205,205,199833,136573,5424
"Massachusetts","MA","Plymouth ",142,142,131457,112681,3801
"Massachusetts","MA","Suffolk ",297,297,202148,55142,3571
"Massachusetts","MA","Worcester ",233,233,201230,151742,7435
"Michigan","MI","Alcona ",12,12,2896,3404,84
"Michigan","MI","Alger ",14,14,2472,2188,90
"Michigan","MI","Allegan ",48,48,23526,29526,1025
"Michigan","MI","Alpena ",18,18,7705,7125,255
"Michigan","MI","Antrim ",16,16,6079,7506,267
"Michigan","MI","Arenac ",20,20,4155,3807,166
"Michigan","MI","Baraga ",8,8,1725,1846,73
"Michigan","MI","Barry ",25,25,13449,16431,685
"Michigan","MI","Bay ",89,89,32589,23794,1044
"Michigan","MI","Benzie ",13,13,5461,4687,171
"Michigan","MI","Berrien ",76,76,40376,36128,1154
"Michigan","MI","Branch ",23,23,8412,9534,336
"Michigan","MI","Calhoun ",65,65,34550,28538,1078
"Michigan","MI","Cass ",24,24,12080,11112,379
"Michigan","MI","Charlevoix ",20,20,6817,7306,244
"Michigan","MI","Cheboygan ",23,23,6721,6919,261
"Michigan","MI","Chippewa ",20,20,8169,8249,257
"Michigan","MI","Clare ",26,26,7496,6793,276
"Michigan","MI","Clinton ",32,32,20001,19724,647
"Michigan","MI","Crawford ",11,11,3440,3558,176
"Michigan","MI","Delta ",23,23,9976,8763,289
"Michigan","MI","Dickinson ",20,20,5995,7049,267
"Michigan","MI","Eaton ",64,64,30736,25898,982
"Michigan","MI","Emmet ",20,20,8515,9315,320
"Michigan","MI","Genesee ",231,231,143919,72445,3515
"Michigan","MI","Gladwin ",21,21,6590,6391,260
"Michigan","MI","Gogebic ",12,12,4757,3330,177
"Michigan","MI","Grand Traverse ",36,36,23255,24713,757
"Michigan","MI","Gratiot ",24,24,9102,8324,308
"Michigan","MI","Hillsdale ",25,25,8765,11221,463
"Michigan","MI","Houghton ",33,33,7473,8100,395
"Michigan","MI","Huron ",30,30,8367,8434,334
"Michigan","MI","Ingham ",136,136,95698,47143,2284
"Michigan","MI","Ionia ",31,31,14808,15850,688
"Michigan","MI","Iosco ",18,18,7307,6583,295
"Michigan","MI","Iron ",15,15,3080,2947,135
"Michigan","MI","Isabella ",28,28,16679,11220,450
"Michigan","MI","Jackson ",87,87,37480,35692,1331
"Michigan","MI","Kalamazoo ",125,125,73407,48411,2091
"Michigan","MI","Kalkaska ",13,13,3780,4527,192
"Michigan","MI","Kent ",296,296,149855,148305,4978
"Michigan","MI","Keweenaw ",5,5,610,756,44
"Michigan","MI","Lake ",19,19,2919,2269,104
"Michigan","MI","Lapeer ",37,37,21457,22831,1074
"Michigan","MI","Leelanau ",13,13,7354,6937,171
"Michigan","MI","Lenawee ",46,46,24638,22223,868
"Michigan","MI","Livingston ",98,98,42346,55581,1691
"Michigan","MI","Luce ",7,7,1191,1490,59
"Michigan","MI","Mackinac ",14,14,3027,3268,101
"Michigan","MI","Macomb ",450,450,223754,187645,7757
"Michigan","MI","Manistee ",23,23,7234,5506,264
"Michigan","MI","Marquette ",48,48,19630,12902,644
"Michigan","MI","Mason ",27,27,7816,7146,259
"Michigan","MI","Mecosta ",23,23,9099,9235,315
"Michigan","MI","Menominee ",20,20,5980,4855,198
"Michigan","MI","Midland ",150,150,20742,22285,744
"Michigan","MI","Missaukee ",17,17,2898,4469,125
"Michigan","MI","Monroe ",74,74,39180,35852,1383
"Michigan","MI","Montcalm ",31,31,13208,13291,552
"Michigan","MI","Montmorency ",9,9,2403,2841,116
"Michigan","MI","Muskegon ",81,81,53400,28855,1309
"Michigan","MI","Newaygo ",30,30,10788,11862,453
"Michigan","MI","Oakland ",638,638,372694,276881,9686
"Michigan","MI","Oceana ",18,18,6405,5860,244
"Michigan","MI","Ogemaw ",23,23,5391,5133,244
"Michigan","MI","Ontonagon ",14,14,1966,1823,96
"Michigan","MI","Osceola ",18,18,4848,5966,198
"Michigan","MI","Oscoda ",10,10,1887,2320,121
"Michigan","MI","Otsego ",13,13,5634,6752,230
"Michigan","MI","Ottawa ",127,127,51925,84823,2134
"Michigan","MI","Presque Isle ",18,18,3719,3605,177
"Michigan","MI","Roscommon ",24,24,7082,6727,241
"Michigan","MI","Saginaw ",92,92,60260,42218,1589
"Michigan","MI","Sanilac ",31,31,9047,10678,443
"Michigan","MI","Schoolcraft ",12,12,2184,2058,83
"Michigan","MI","Shiawassee ",34,34,18015,15054,695
"Michigan","MI","St. Clair ",79,79,40676,38555,1674
"Michigan","MI","St. Joseph ",26,26,12311,12876,493
"Michigan","MI","Tuscola ",33,33,13503,13739,555
"Michigan","MI","Van Buren ",34,34,18589,15535,644
"Michigan","MI","Washtenaw ",157,157,130547,53943,2580
"Michigan","MI","Wayne ",1249,1249,656303,216880,11596
"Michigan","MI","Wexford ",20,20,7357,8044,281
"Minnesota","MN","Aitkin ",54,54,4595,4589,201
"Minnesota","MN","Anoka ",124,124,86977,91357,3284
"Minnesota","MN","Becker ",48,48,7687,8851,372
"Minnesota","MN","Beltrami ",62,62,12019,9762,393
"Minnesota","MN","Benton ",32,32,8452,10338,472
"Minnesota","MN","Big Stone ",23,23,1552,1362,70
"Minnesota","MN","Blue Earth ",53,53,19325,14782,820
"Minnesota","MN","Brown ",32,32,5808,7454,305
"Minnesota","MN","Carlton ",39,39,11501,6549,305
"Minnesota","MN","Carver ",34,34,20654,28157,759
"Minnesota","MN","Cass ",72,72,7276,8660,331
"Minnesota","MN","Chippewa ",23,23,3277,2906,144
"Minnesota","MN","Chisago ",24,24,12782,15788,631
"Minnesota","MN","Clay ",55,55,16666,11978,512
"Minnesota","MN","Clearwater ",29,29,1877,2291,77
"Minnesota","MN","Cook ",12,12,2019,1240,78
"Minnesota","MN","Cottonwood ",28,28,2759,3157,99
"Minnesota","MN","Crow Wing ",62,62,15859,18566,631
"Minnesota","MN","Dakota ",141,141,116778,104365,3536
"Minnesota","MN","Dodge ",19,19,4463,5468,245
"Minnesota","MN","Douglas ",38,38,9255,11241,375
"Minnesota","MN","Faribault ",33,33,3736,4197,196
"Minnesota","MN","Fillmore ",37,37,5921,4993,265
"Minnesota","MN","Freeborn ",40,40,9915,6955,352
"Minnesota","MN","Goodhue ",44,44,12420,12775,519
"Minnesota","MN","Grant ",23,23,1850,1646,95
"Minnesota","MN","Hennepin ",426,426,420958,231057,9696
"Minnesota","MN","Houston ",27,27,5906,4743,201
"Minnesota","MN","Hubbard ",34,34,4872,6559,183
"Minnesota","MN","Isanti ",18,18,8248,11325,414
"Minnesota","MN","Itasca ",79,79,13461,10309,534
"Minnesota","MN","Jackson ",30,30,2618,2858,131
"Minnesota","MN","Kanabec ",20,20,3742,4479,252
"Minnesota","MN","Kandiyohi ",47,47,10123,11318,402
"Minnesota","MN","Kittson ",38,38,1492,1016,58
"Minnesota","MN","Koochiching ",35,35,3649,2962,167
"Minnesota","MN","Lac Qui Parle ",31,31,2160,1913,103
"Minnesota","MN","Lake ",18,18,4174,2636,130
"Minnesota","MN","Lake of the Woods ",15,15,971,1278,55
"Minnesota","MN","Le Sueur ",26,26,6994,7636,341
"Minnesota","MN","Lincoln ",20,20,1517,1491,105
"Minnesota","MN","Lyon ",33,33,6110,6315,247
"Minnesota","MN","Mahnomen ",19,19,1436,843,56
"Minnesota","MN","Marshall ",60,60,2311,2285,122
"Minnesota","MN","Martin ",37,37,4413,6053,256
"Minnesota","MN","McLeod ",28,28,7505,10993,462
"Minnesota","MN","Meeker ",30,30,5379,6737,372
"Minnesota","MN","Mille Lacs ",25,25,6073,7049,368
"Minnesota","MN","Morrison ",48,48,6547,9734,417
"Minnesota","MN","Mower ",39,39,11605,7075,433
"Minnesota","MN","Murray ",29,29,2345,2320,133
"Minnesota","MN","Nicollet ",33,33,9887,7968,340
"Minnesota","MN","Nobles ",40,40,4244,4368,170
"Minnesota","MN","Norman ",33,33,2129,1204,88
"Minnesota","MN","Olmsted ",73,73,38711,36202,1293
"Minnesota","MN","Otter Tail ",91,91,13856,18077,647
"Minnesota","MN","Pennington ",34,34,3394,3248,153
"Minnesota","MN","Pine ",47,47,7084,6862,378
"Minnesota","MN","Pipestone ",22,22,2021,2652,103
"Minnesota","MN","Polk ",82,82,7849,7148,265
"Minnesota","MN","Pope ",30,30,3317,3068,131
"Minnesota","MN","Ramsey ",178,178,182972,88942,4595
"Minnesota","MN","Red Lake ",21,21,1119,983,75
"Minnesota","MN","Redwood ",43,43,3250,4308,226
"Minnesota","MN","Renville ",37,37,3904,3956,257
"Minnesota","MN","Rice ",33,33,17381,13723,597
"Minnesota","MN","Rock ",24,24,2078,2773,95
"Minnesota","MN","Roseau ",44,44,3096,4437,142
"Minnesota","MN","Scott ",44,44,29209,36726,1016
"Minnesota","MN","Sherburne ",33,33,17960,26143,754
